transaction_id,product_id,quantity,price,timestamp
T4593, P 002 ,3.0,47.79,10/09/2024
T4594,P-013,1.0,45.48,23-10-2024
T4595,P-016,,24.76,10/31/2024
T4596,p015,4.0,27.33,10/29/2024
T4597, P 010 ,9.0,23.35,10/07/2024
T4598, P 014 ,1.0,24.97,27-10-2024
T4599,P-010,9.0,12.06,10/11/2024
T4600,P014,,$9.38,22-10-2024
T4601,P009,1.0,49.47,10/17/2024
T4602,P014,,24.92,04-11-2024
T4603,p003,2.0,34.41,11/02/2024
T4604,P-016,3.0,$15.79,2024-10-20
T4605,p002,2.0,7.97,10/28/2024
T4606,p010,9.0,$27.76,10/29/2024
T4607, P 003 ,4.0,32.81,15-10-2024
T4608, P 011 ,3.0,,10/25/2024
T4609,P-011,4.0,27.59,2024-10-10
T4610,P-013,4.0,19.23,2024-10-08
T4611,P007,8.0,37.32,21-10-2024
T4612,p017,9.0,46.4,10/11/2024
T4613,P002,3.0,40.98,23-10-2024
T4614,P-012,8.0,27.95,2024-10-16
T4615,P010,,14.51,2024-10-30
T4616, P 018 ,4.0,$23.09,10/08/2024
T4617, P 011 ,2.0,29.71,31-10-2024
T4618,p016,7.0,$27.97,10/14/2024
T4619, P 017 ,4.0,6.93,01-11-2024
T4620,P-019,5.0,25.56,10/17/2024
T4621,p018,7.0,11.23,2024-10-21
T4622,P-003,,49.91,2024-10-15
T4623,P016,6.0,24.46,31-10-2024
T4624,P006,5.0,16.39,10/06/2024
T4625,P012,,$7.43,2024-10-25
T4626, P 011 ,8.0,15.97,10/18/2024
T4627,P-015,5.0,,26-10-2024
T4628,p015,5.0,17.53,10/20/2024
T4629,P-016,,22.51,01-11-2024
T4630,P010,3.0,,07-10-2024
T4631,p012,3.0,39.27,17-10-2024
T4632,p013,7.0,$22.93,10/06/2024
T4633,P-004,6.0,27.72,2024-10-13
T4634,P007,7.0,33.72,10/31/2024
T4635,P-002,5.0,7.28,21-10-2024
T4636,P-015,,39.23,10/30/2024
T4637,P008,9.0,$32.63,06-10-2024
T4638,P007,2.0,,2024-10-09
T4639, P 015 ,3.0,39.74,2024-10-13
T4640,P-014,7.0,25.14,11/03/2024
T4641,P008,,13.96,10/26/2024
T4642, P 012 ,7.0,$40.47,16-10-2024
T4643, P 013 ,2.0,41.96,06-10-2024
T4644,p011,3.0,$35.03,10/30/2024
T4645, P 017 ,,20.78,17-10-2024
T4646,P-017,6.0,29.81,10/30/2024
T4647, P 004 ,6.0,11.25,10/10/2024
T4648,p008,3.0,30.96,21-10-2024
T4649,P005,,$43.12,04-11-2024
T4650,p016,1.0,30.99,2024-10-28
T4651,P004,8.0,47.9,10/10/2024
T4652,P015,1.0,12.88,15-10-2024
T4653, P 012 ,7.0,$28.07,2024-10-06
T4654,p005,6.0,46.81,2024-10-06
T4655, P 016 ,4.0,$26.02,06-10-2024
T4656,P-014,2.0,40.37,10/25/2024
T4657,p010,2.0,6.78,10/22/2024
T4658,p007,,29.14,2024-11-04
T4659,p013,1.0,$12.27,2024-10-22
T4660,p005,5.0,25.68,2024-10-10
T4661, P 003 ,1.0,9.84,26-10-2024
T4662,P015,1.0,21.27,10/09/2024
T4663, P 004 ,7.0,48.6,19-10-2024
T4664,P-015,7.0,27.5,2024-10-25
T4665,P-014,4.0,,26-10-2024
T4666,p019,3.0,48.53,2024-10-21
T4667,p013,1.0,30.8,2024-10-24
T4668,p010,2.0,,2024-11-02
T4669,p005,5.0,$13.61,2024-10-14
T4670,p006,,11.58,18-10-2024
T4671, P 004 ,2.0,48.18,2024-10-12
T4672,P002,8.0,17.64,10/09/2024
T4673,p016,1.0,$38.97,10/10/2024
T4674,p018,3.0,40.16,10/29/2024
T4675,P-005,7.0,14.46,2024-10-25
T4676,P-004,4.0,49.81,2024-10-18
T4677,P-013,2.0,15.76,19-10-2024
T4678,P-019,9.0,47.91,13-10-2024
T4679, P 002 ,7.0,7.07,2024-10-20
T4680, P 013 ,2.0,21.63,10/07/2024
T4681, P 011 ,7.0,18.53,10/07/2024
T4682,p004,3.0,18.08,10/13/2024
T4683,p015,7.0,,2024-11-02
T4684,P-004,6.0,6.85,10/06/2024
T4685, P 009 ,7.0,25.12,10/10/2024
T4686,P-007,5.0,46.8,10/23/2024
T4687, P 019 ,8.0,39.24,28-10-2024
T4688,P019,2.0,$5.45,10/12/2024
T4689,p006,4.0,8.01,10/31/2024
T4690,P006,2.0,15.89,10/29/2024
T4691,P015,3.0,43.46,2024-10-17
T4692, P 015 ,1.0,,10/14/2024
T4693,P009,8.0,22.62,17-10-2024
T4694,p004,8.0,45.4,10/09/2024
T4695,P018,1.0,43.25,2024-10-24
T4696,P-018,7.0,31.86,2024-10-27
T4697,p005,7.0,6.17,2024-10-13
T4698,P-011,9.0,,2024-10-19
T4699,P005,8.0,$35.33,10/12/2024
T4700,p004,7.0,12.37,2024-10-11
T4701,P-012,4.0,27.88,10/26/2024
T4702,p002,4.0,47.75,10/18/2024
T4703,p013,,15.46,2024-11-04
T4704, P 010 ,8.0,25.05,2024-10-21
T4705,p009,2.0,17.4,10/25/2024
T4706,p010,4.0,$40.41,2024-11-01
T4707, P 007 ,5.0,31.28,10/11/2024
T4708,P-004,1.0,,10/30/2024
T4709,P019,1.0,48.57,2024-10-09
T4710,P010,1.0,21.56,2024-10-23
T4711,P003,3.0,$17.58,2024-10-08
T4712, P 019 ,6.0,$25.11,10/10/2024
T4713,p002,5.0,22.74,2024-10-28
T4714, P 010 ,7.0,31.67,10/29/2024
T4715,P002,1.0,$27.17,2024-10-31
T4716,P-002,9.0,19.0,10/31/2024
T4717,P-017,7.0,36.25,2024-10-20
T4718,P-016,3.0,,10/06/2024
T4719,P-016,5.0,13.58,2024-10-30
T4720,p014,8.0,30.41,2024-10-20
T4721,P-007,7.0,12.03,2024-10-21
T4722,P011,8.0,36.94,30-10-2024
T4723,P-001,2.0,$20.01,2024-10-15
T4724,P011,4.0,11.56,10/28/2024
T4725,P004,,16.06,02-11-2024
T4726, P 007 ,6.0,27.21,2024-10-27
T4727, P 015 ,5.0,17.64,15-10-2024
T4728,P-018,9.0,5.66,27-10-2024
T4729,p012,9.0,8.54,2024-10-31
T4730,P017,6.0,14.21,17-10-2024
T4731, P 001 ,1.0,46.41,11-10-2024
T4732,P-011,5.0,$43.39,10/20/2024
T4733,P-001,4.0,12.89,10/20/2024
T4734, P 015 ,1.0,37.52,18-10-2024
T4735,p010,7.0,17.55,10/24/2024
T4736,p007,5.0,28.42,2024-10-20
T4737,P-002,3.0,18.41,07-10-2024
T4738,P010,6.0,40.87,31-10-2024
T4739,P004,1.0,13.92,11/02/2024
T4740,p012,5.0,7.07,2024-10-29
T4741,P-019,5.0,20.4,10/16/2024
T4742,P-011,,20.9,22-10-2024
T4743,p008,2.0,33.13,2024-10-12
T4744,p018,4.0,$7.45,2024-10-20
T4745, P 011 ,1.0,,04-11-2024
T4746,P011,1.0,41.47,2024-10-31
T4747,p013,4.0,46.44,2024-10-28
T4748,P-003,2.0,34.64,2024-11-03
T4749,p012,5.0,18.54,10/14/2024
T4750,P003,6.0,11.71,10/29/2024
T4751,P010,7.0,,30-10-2024
T4752,P017,6.0,36.82,10/26/2024
T4753,p002,2.0,32.83,11/02/2024
T4754,p017,1.0,14.57,10/30/2024
T4755,P016,2.0,$40.46,13-10-2024
T4756,p002,1.0,,2024-10-07
T4757, P 006 ,9.0,,2024-10-17
T4758, P 010 ,2.0,,08-10-2024
T4759,P-010,3.0,$40.36,10/10/2024
T4760,P-008,6.0,22.89,11/03/2024
T4761, P 001 ,1.0,14.91,17-10-2024
T4762,P013,8.0,10.41,2024-10-08
T4763,P-009,,36.81,2024-10-06
T4764,p010,2.0,23.46,2024-10-19
T4765,P015,3.0,18.7,10/13/2024
T4766,P-005,9.0,15.38,11/01/2024
T4767,P-016,3.0,27.76,11/02/2024
T4768,P-013,8.0,$13.25,10/22/2024
T4769,P-018,3.0,26.25,2024-10-14
T4770,P011,9.0,40.86,2024-10-06
T4771,p009,3.0,18.77,02-11-2024
T4772,P-016,,44.57,10/08/2024
T4773, P 002 ,4.0,6.92,2024-10-25
T4774,p002,2.0,12.22,26-10-2024
T4775,p012,8.0,18.87,02-11-2024
T4776,P008,7.0,24.75,2024-10-27
T4777,p009,2.0,21.23,20-10-2024
T4778,p012,5.0,40.63,18-10-2024
T4779,P-009,7.0,20.69,2024-10-31
T4780, P 010 ,1.0,41.9,10-10-2024
T4781, P 002 ,4.0,27.46,10/21/2024
T4782,p016,3.0,33.2,10/10/2024
T4783, P 007 ,,42.81,2024-10-20
T4784,p002,8.0,,2024-10-18
T4785,p001,8.0,14.21,30-10-2024
T4786, P 019 ,9.0,37.84,2024-11-01
T4787, P 004 ,2.0,11.12,10/13/2024
T4788,P-002,4.0,$44.88,2024-10-23
T4789,P-014,7.0,48.92,04-11-2024
T4790, P 002 ,7.0,39.64,12-10-2024
T4791, P 015 ,1.0,16.51,2024-11-03
T4792,P012,7.0,$9.18,10/21/2024
T4793,P-005,,41.1,11/01/2024
T4794,P-007,5.0,,09-10-2024
T4795,P-010,3.0,12.62,2024-10-23
T4796,p014,9.0,$14.01,13-10-2024
T4797,P014,4.0,16.46,10/22/2024
T4798, P 005 ,7.0,43.98,2024-10-21
T4799,P018,6.0,8.02,28-10-2024
T4800,P014,6.0,17.4,27-10-2024
T4801,p002,9.0,48.83,31-10-2024
T4802,p012,3.0,19.01,11-10-2024
T4803,P006,4.0,38.13,2024-10-11
T4804,p004,6.0,44.5,2024-11-02
T4805, P 013 ,1.0,41.29,29-10-2024
T4806, P 004 ,6.0,19.64,10/28/2024
T4807, P 014 ,,5.33,2024-10-20
T4808,P-016,2.0,15.7,2024-10-19
T4809,p004,6.0,6.47,10/09/2024
T4810,P001,,36.3,26-10-2024
T4811, P 013 ,4.0,$10.49,2024-10-15
T4812,p004,,,11/04/2024
T4813,P-018,4.0,,17-10-2024
T4814,P006,6.0,5.64,2024-10-18
T4815,p003,1.0,26.17,10/07/2024
T4816,P-013,,39.85,18-10-2024
T4817,P016,1.0,41.01,2024-10-16
T4818,P-005,9.0,48.01,10/31/2024
T4819,p004,8.0,30.65,10/25/2024
T4820,P-008,8.0,33.11,2024-11-04
T4821, P 019 ,2.0,14.64,2024-10-09
T4822,P014,8.0,47.56,2024-10-14
T4823, P 007 ,5.0,33.94,25-10-2024
T4824,p014,,$19.27,2024-10-25
T4825,p006,5.0,26.25,10/31/2024
T4826,P-012,,34.18,2024-10-07
T4827, P 016 ,2.0,32.86,2024-10-16
T4828,P017,2.0,26.37,2024-10-14
T4829,P013,2.0,,18-10-2024
T4830,P014,1.0,26.48,28-10-2024
T4831,P-007,,25.36,14-10-2024
T4832,P014,9.0,$40.85,10/21/2024
T4833,P-015,1.0,24.79,11/02/2024
T4834,P-012,4.0,,10/20/2024
T4835, P 017 ,7.0,45.47,16-10-2024
T4836,P009,,34.26,24-10-2024
T4837,P015,9.0,,10/07/2024
T4838, P 012 ,,20.36,11/03/2024
T4839,P002,6.0,47.42,16-10-2024
T4840,P005,1.0,$41.6,10/11/2024
T4841, P 013 ,1.0,45.55,16-10-2024
T4842,P-008,5.0,42.17,10/23/2024
T4843,P-014,2.0,5.39,10/12/2024
T4844, P 015 ,2.0,39.25,10/17/2024
T4845, P 011 ,5.0,45.23,2024-10-23
T4846,P001,5.0,21.26,10/15/2024
T4847,P-003,8.0,$24.12,10/18/2024
T4848, P 017 ,4.0,$7.04,10/06/2024
T4849,P-019,9.0,7.45,2024-10-11
T4850, P 014 ,8.0,26.96,10/20/2024
T4851,p008,4.0,27.38,2024-10-11
T4852,P-013,9.0,44.55,2024-10-06
T4853,p003,9.0,30.75,26-10-2024
T4854,P005,3.0,46.97,29-10-2024
T4855,P-009,9.0,$33.65,2024-11-03
T4856,p006,4.0,18.32,01-11-2024
T4857, P 002 ,2.0,$23.64,10/14/2024
T4858,P013,2.0,19.19,10/11/2024
T4859,p005,8.0,32.81,2024-10-07
T4860,P-008,2.0,27.71,14-10-2024
T4861, P 001 ,5.0,46.38,01-11-2024
T4862,P012,5.0,38.0,2024-11-04
T4863, P 011 ,4.0,42.45,10/20/2024
T4864,P007,7.0,11.54,2024-10-13
T4865,P-015,6.0,44.09,10/13/2024
T4866, P 011 ,1.0,44.34,2024-10-30
T4867,p016,9.0,11.82,2024-10-17
T4868, P 003 ,1.0,26.02,31-10-2024
T4869,P-014,4.0,$38.28,10/13/2024
T4870, P 003 ,6.0,6.86,2024-10-30
T4871,p001,7.0,32.23,29-10-2024
T4872,P-015,8.0,48.51,2024-10-31
T4873,p001,2.0,36.46,2024-10-08
T4874, P 017 ,9.0,33.08,04-11-2024
T4875,P002,9.0,$27.77,10-10-2024
T4876,P-006,3.0,44.09,10/09/2024
T4877,P-008,8.0,11.9,2024-10-15
T4878,P-016,9.0,41.78,2024-11-03
T4879,P019,1.0,41.66,10-10-2024
T4880,P001,6.0,30.41,10/26/2024
T4881,P003,4.0,12.96,11/03/2024
T4882,P003,,47.03,10/16/2024
T4883,P005,6.0,13.31,2024-10-22
T4884, P 012 ,9.0,$23.2,2024-10-14
T4885,P012,7.0,14.82,10/15/2024
T4886, P 013 ,5.0,14.91,2024-10-29
T4887,P009,6.0,14.85,26-10-2024
T4888,p007,9.0,32.74,28-10-2024
T4889, P 004 ,7.0,19.22,10/10/2024
T4890,P019,3.0,27.96,2024-11-04
T4891,p019,2.0,47.6,2024-10-07
T4892, P 006 ,5.0,16.82,28-10-2024
T4893, P 013 ,,47.91,20-10-2024
T4894,p011,1.0,$26.43,10/22/2024
T4895,p013,7.0,,10/17/2024
T4896,P-013,7.0,8.56,2024-10-10
T4897,p015,6.0,7.58,10/08/2024
T4898,P013,1.0,11.04,06-10-2024
T4899, P 011 ,9.0,36.11,10/26/2024
T4900,P-019,6.0,10.84,2024-10-18
T4901, P 008 ,2.0,46.59,06-10-2024
T4902, P 008 ,3.0,,11/03/2024
T4903, P 010 ,7.0,13.59,31-10-2024
T4904,P016,2.0,$29.68,07-10-2024
T4905,p019,5.0,35.97,03-11-2024
T4906,p011,9.0,,2024-10-16
T4907,P-013,9.0,$49.7,2024-11-02
T4908, P 009 ,9.0,23.64,12-10-2024
T4909,P019,1.0,15.49,10/27/2024
T4910,p016,1.0,10.02,25-10-2024
T4911,p007,5.0,47.93,2024-10-20
T4912, P 019 ,3.0,15.92,10/06/2024
T4913,P012,3.0,43.17,10/08/2024
T4914, P 015 ,5.0,36.8,22-10-2024
T4915,p014,,37.84,10/06/2024
T4916,P011,4.0,15.7,22-10-2024
T4917,p010,7.0,41.65,14-10-2024
T4918, P 011 ,8.0,17.66,16-10-2024
T4919,p006,9.0,$24.82,25-10-2024
T4920,P002,6.0,,2024-10-25
T4921, P 011 ,,$48.83,06-10-2024
T4922,p019,1.0,39.93,18-10-2024
T4923,P-006,8.0,40.25,2024-10-25
T4924, P 014 ,9.0,$37.24,12-10-2024
T4925,p006,6.0,23.6,10/22/2024
T4926,P017,8.0,11.57,10/17/2024
T4927,p010,5.0,13.88,2024-10-18
T4928,P-001,6.0,37.24,01-11-2024
T4929, P 003 ,7.0,39.2,10/23/2024
T4930,P008,9.0,10.55,2024-11-03
T4931, P 008 ,4.0,38.38,17-10-2024
T4932,P015,3.0,$21.32,27-10-2024
T4933,P007,8.0,6.85,10/13/2024
T4934,p011,9.0,,2024-10-25
T4935,p007,2.0,18.52,19-10-2024
T4936,P004,7.0,14.75,10/10/2024
T4937,P012,6.0,,10/31/2024
T4938,p006,1.0,,2024-10-15
T4939, P 014 ,1.0,19.83,2024-10-27
T4940,P012,9.0,48.0,10/20/2024
T4941, P 011 ,7.0,29.24,10/24/2024
T4942,p019,8.0,47.1,2024-11-04
T4943,P-005,4.0,24.74,10/19/2024
T4944,p014,4.0,32.37,2024-10-22
T4945,p016,2.0,49.41,2024-10-10
T4946,P-013,,46.26,2024-10-29
T4947, P 004 ,,39.29,13-10-2024
T4948,P011,1.0,34.3,09-10-2024
T4949,P-017,5.0,15.14,20-10-2024
T4950,p007,6.0,44.74,10/21/2024
T4951,P014,5.0,35.92,12-10-2024
T4952,p011,9.0,$9.96,01-11-2024
T4953,p009,9.0,15.56,10/06/2024
T4954, P 013 ,4.0,$49.59,2024-10-13
T4955,P-018,3.0,32.38,10/14/2024
T4956,P-011,8.0,40.48,21-10-2024
T4957,p015,,,2024-10-19
T4958,P-019,7.0,37.91,11/03/2024
T4959,p001,5.0,13.1,28-10-2024
T4960,p004,3.0,29.78,2024-10-30
T4961,P-014,,29.69,29-10-2024
T4962,p014,7.0,49.48,12-10-2024
T4963,P003,6.0,26.48,10/08/2024
T4964, P 017 ,2.0,47.8,2024-10-20
T4965,P-003,9.0,14.93,31-10-2024
T4966, P 016 ,1.0,11.23,10/15/2024
T4967,P014,3.0,49.83,2024-10-18
T4968,P013,5.0,27.37,16-10-2024
T4969,p015,8.0,,10/25/2024
T4970,p014,4.0,,2024-11-03
T4971,P-019,7.0,$10.11,29-10-2024
T4972,P-006,4.0,36.55,06-10-2024
T4973,P010,6.0,31.01,06-10-2024
T4974, P 015 ,3.0,36.04,10/21/2024
T4975,P-006,,30.84,2024-10-09
T4976,p010,2.0,$34.81,2024-10-27
T4977,p007,,39.59,10/09/2024
T4978,p017,8.0,,2024-11-03
T4979,P-018,1.0,$11.57,11/01/2024
T4980, P 017 ,6.0,40.78,2024-10-09
T4981,P-009,1.0,44.57,2024-10-21
T4982,P-010,5.0,46.09,2024-10-28
T4983,P-010,1.0,$33.65,2024-10-11
T4984, P 007 ,4.0,17.6,2024-11-01
T4985, P 016 ,9.0,10.76,10/28/2024
T4986,p018,4.0,$29.95,29-10-2024
T4987,P006,3.0,33.0,2024-10-23
T4988,P001,3.0,8.99,31-10-2024
T4989, P 001 ,,29.4,16-10-2024
T4990,P012,5.0,9.72,10/14/2024
T4991,P-002,7.0,32.11,2024-10-14
T4992,P-004,8.0,19.34,18-10-2024
T4993,P-017,6.0,39.31,10/17/2024
T4994, P 004 ,9.0,49.24,25-10-2024
T4995,P-011,2.0,35.16,10/30/2024
T4996,p004,,34.09,2024-11-01
T4997,p001,,12.28,2024-11-02
T4998,P007,8.0,24.91,2024-10-07
T4999, P 018 ,4.0,19.3,16-10-2024
T5000,P009,1.0,$36.83,30-10-2024
T5001,P-003,1.0,37.42,10/21/2024
T5002,P008,6.0,36.99,02-11-2024
T5003,P-019,4.0,45.84,10/19/2024
T5004, P 004 ,8.0,,2024-10-06
T5005,P-018,9.0,47.29,2024-10-14
T5006,P011,,$26.96,11/03/2024
T5007,p014,7.0,25.51,10/11/2024
T5008, P 018 ,,24.33,20-10-2024
T5009, P 016 ,3.0,19.98,14-10-2024
T5010, P 003 ,2.0,44.72,19-10-2024
T5011,p015,5.0,$22.84,2024-10-25
T5012,P004,5.0,46.85,2024-11-01
T5013,P-005,,,2024-10-15
T5014,P017,9.0,35.03,10/24/2024
T5015,p007,6.0,$11.34,10/28/2024
T5016, P 016 ,9.0,5.21,02-11-2024
T5017,P014,3.0,38.4,10/25/2024
T5018,P-016,8.0,33.36,2024-10-23
T5019, P 007 ,6.0,18.64,11-10-2024
T5020,P-009,1.0,40.34,2024-10-27
T5021,P004,,$44.94,10/21/2024
T5022, P 011 ,7.0,$44.99,10/24/2024
T5023,P-002,8.0,17.51,2024-10-26
T5024, P 012 ,8.0,15.22,2024-10-09
T5025,p012,2.0,31.93,2024-10-15
T5026,P004,,,2024-11-01
T5027, P 018 ,2.0,17.7,2024-10-29
T5028,P-007,3.0,44.62,07-10-2024
T5029,p001,8.0,46.32,10/27/2024
T5030,P013,2.0,35.5,2024-10-30
T5031, P 006 ,,45.36,2024-10-29
T5032,P006,5.0,19.84,2024-10-19
T5033,P012,5.0,34.72,2024-11-01
T5034, P 008 ,7.0,49.41,2024-11-03
T5035, P 019 ,,16.99,19-10-2024
T5036,p005,6.0,19.04,2024-10-07
T5037,P-018,8.0,10.73,2024-10-09
T5038,P-005,,,10/29/2024
T5039,P010,8.0,9.62,25-10-2024
T5040,P001,9.0,$16.15,10/10/2024
T5041,p010,9.0,7.77,10/16/2024
T5042, P 005 ,3.0,15.85,10/18/2024
T5043, P 012 ,1.0,47.8,15-10-2024
T5044,P-007,7.0,37.72,10/29/2024
T5045,P-009,1.0,6.71,18-10-2024
T5046,P012,8.0,$44.31,13-10-2024
T5047,P001,2.0,43.86,10/17/2024
T5048, P 011 ,8.0,6.33,22-10-2024
T5049, P 015 ,9.0,21.52,2024-10-28
T5050,p002,,16.76,29-10-2024
T5051,p007,5.0,48.51,11/04/2024
T5052, P 012 ,1.0,,10/11/2024
T5053,P-018,5.0,$9.45,2024-10-30
T5054, P 003 ,4.0,15.13,2024-10-08
T5055,P007,7.0,35.38,10/07/2024
T5056,P011,7.0,40.23,01-11-2024
T5057,p018,1.0,23.65,10/20/2024
T5058,P-012,4.0,$49.71,10/21/2024
T5059,P-006,4.0,11.0,10/14/2024
T5060, P 005 ,4.0,29.47,2024-10-18
T5061,P001,1.0,19.19,18-10-2024
T5062,P-012,,,2024-10-28
T5063,P011,2.0,49.36,10/26/2024
T5064,p004,7.0,$43.95,31-10-2024
T5065,P-018,1.0,24.07,29-10-2024
T5066,P-004,4.0,$49.15,19-10-2024
T5067,p017,7.0,13.63,10/30/2024
T5068,P-002,5.0,49.5,10/25/2024
T5069,P-002,3.0,36.18,10/09/2024
T5070,p012,6.0,47.06,2024-10-26
T5071,P-006,3.0,22.87,10/29/2024
T5072, P 010 ,7.0,36.46,2024-10-10
T5073,P-016,9.0,33.92,10/29/2024
T5074,P-014,9.0,,10/26/2024
T5075,P007,8.0,$12.01,2024-10-23
T5076,P019,8.0,36.63,2024-11-02
T5077, P 017 ,9.0,37.5,08-10-2024
T5078,p009,6.0,7.1,11-10-2024
T5079,P-013,5.0,16.66,08-10-2024
T5080, P 005 ,3.0,,2024-10-27
T5081,P005,9.0,32.58,31-10-2024
T5082,P010,2.0,36.62,10/11/2024
T5083,p010,,,10/20/2024
T5084, P 007 ,8.0,,10/07/2024
T5085,P015,2.0,48.52,10/25/2024
T5086,p007,8.0,10.01,13-10-2024
T5087,P015,3.0,30.37,13-10-2024
T5088,P003,7.0,18.96,11-10-2024
T5089,P019,,,18-10-2024
T5090,P010,8.0,22.89,2024-10-10
T5091,p015,3.0,,21-10-2024
T5092,P-003,4.0,18.71,31-10-2024
T5093,p006,5.0,24.18,2024-10-28
T5094,p012,1.0,$30.29,28-10-2024
T5095, P 015 ,9.0,,2024-10-17
T5096, P 006 ,2.0,31.56,31-10-2024
T5097,P-013,5.0,,2024-10-08
T5098, P 019 ,,42.72,2024-11-01
T5099, P 003 ,5.0,34.66,10/16/2024
T5100,p008,6.0,,10/18/2024
T5101,P-008,4.0,19.88,10/14/2024
T5102,p015,9.0,,10/24/2024
T5103,P-004,,19.97,11/04/2024
T5104,P019,7.0,20.54,10/28/2024
T5105,P-003,8.0,42.59,2024-10-08
T5106,p013,3.0,,2024-10-10
T5107, P 008 ,8.0,32.09,10/27/2024
T5108,p016,4.0,$11.09,2024-10-09
T5109,P-013,,6.91,15-10-2024
T5110,P-003,5.0,14.37,2024-10-23
T5111,P016,8.0,$44.69,2024-10-14
T5112,p009,8.0,$18.02,2024-11-04
T5113,p014,8.0,15.65,30-10-2024
T5114,p013,3.0,38.26,2024-11-04
T5115,p007,7.0,16.48,2024-10-22
T5116,P015,4.0,32.19,10/31/2024
T5117, P 007 ,3.0,28.05,23-10-2024
T5118,P006,8.0,,2024-10-11
T5119,p002,5.0,40.53,31-10-2024
T5120,P009,,8.55,21-10-2024
T5121,p017,,13.98,2024-10-06
T5122,p005,4.0,18.53,11/02/2024
T5123, P 012 ,9.0,35.98,2024-10-08
T5124,p001,2.0,$27.5,06-10-2024
T5125,p010,,7.66,01-11-2024
T5126, P 011 ,1.0,$44.49,2024-11-02
T5127,p016,5.0,7.58,16-10-2024
T5128,p014,,47.86,24-10-2024
T5129, P 008 ,4.0,17.56,2024-10-08
T5130,P-017,8.0,29.63,2024-10-10
T5131,P-018,4.0,43.52,22-10-2024
T5132,P012,5.0,33.21,10/30/2024
T5133,P017,5.0,,2024-10-17
T5134, P 014 ,8.0,20.56,06-10-2024
T5135,p016,4.0,8.4,10/31/2024
T5136,P-014,1.0,27.9,2024-10-13
T5137,P-009,5.0,35.07,2024-10-19
T5138,P-004,3.0,18.71,17-10-2024
T5139,p011,8.0,19.81,09-10-2024
T5140,p006,4.0,27.77,10/14/2024
T5141,P015,2.0,$30.06,2024-10-10
T5142,p005,2.0,,2024-10-18
T5143,p011,1.0,44.84,12-10-2024
T5144,P-018,1.0,15.02,10/13/2024
T5145,P-013,2.0,33.71,24-10-2024
T5146, P 011 ,2.0,36.72,2024-10-18
T5147, P 014 ,6.0,26.75,10/31/2024
T5148, P 018 ,6.0,32.82,10/23/2024
T5149,P-019,8.0,49.91,11/01/2024
T5150, P 015 ,6.0,37.12,10/18/2024
T5151,P-009,,44.46,2024-10-16
T5152,p008,7.0,$19.32,27-10-2024
T5153,p001,9.0,34.53,10/10/2024
T5154,P-004,4.0,47.41,03-11-2024
T5155, P 014 ,8.0,47.01,2024-10-10
T5156,p002,3.0,49.74,2024-10-26
T5157,P-016,1.0,26.79,10/23/2024
T5158, P 003 ,8.0,24.47,10/30/2024
T5159,p008,2.0,25.39,2024-10-16
T5160,P006,8.0,28.24,2024-10-28
T5161, P 016 ,6.0,23.44,23-10-2024
T5162,P016,8.0,22.71,01-11-2024
T5163, P 007 ,5.0,45.8,11-10-2024
T5164, P 013 ,9.0,26.93,10-10-2024
T5165,p013,9.0,44.84,2024-10-17
T5166,P005,2.0,10.06,29-10-2024
T5167,P018,8.0,31.45,10/21/2024
T5168,p015,7.0,23.7,10/31/2024
T5169,P018,6.0,37.54,2024-10-06
T5170, P 002 ,8.0,17.55,2024-10-09
T5171,P-010,1.0,7.66,10/19/2024
T5172,P013,6.0,,17-10-2024
T5173,P-018,7.0,39.88,11-10-2024
T5174,p015,2.0,17.63,07-10-2024
T5175,P-012,,18.19,2024-10-11
T5176, P 015 ,4.0,39.99,15-10-2024
T5177,p013,3.0,18.52,10/06/2024
T5178,P018,8.0,24.33,31-10-2024
T5179,P-015,4.0,$37.08,10/25/2024
T5180,p011,6.0,14.08,11/01/2024
T5181,P-019,4.0,37.32,2024-10-22
T5182,P-003,7.0,49.81,2024-11-01
T5183, P 007 ,6.0,10.75,11/01/2024
T5184, P 014 ,6.0,5.22,11/03/2024
T5185, P 014 ,,24.84,2024-10-29
T5186,P013,5.0,46.47,2024-10-17
T5187,P-012,3.0,8.19,04-11-2024
T5188, P 009 ,7.0,40.38,2024-10-24
T5189,P001,1.0,44.86,09-10-2024
T5190,P-019,8.0,36.98,10/10/2024
T5191,p011,9.0,30.72,10/17/2024
T5192,P019,3.0,32.37,10/11/2024
T5193,p018,3.0,11.28,24-10-2024
T5194,P012,4.0,45.04,2024-10-27
T5195,P001,6.0,42.39,10/10/2024
T5196,P-019,9.0,32.64,2024-10-29
T5197,P017,9.0,19.15,2024-11-04
T5198, P 005 ,3.0,20.1,2024-10-30
T5199,P003,5.0,$19.2,10/26/2024
T5200, P 002 ,2.0,22.96,11/04/2024
T5201,P-003,2.0,38.83,18-10-2024
T5202,P008,9.0,14.29,11/02/2024
T5203, P 016 ,9.0,6.35,2024-10-25
T5204,P-006,7.0,20.96,10/09/2024
T5205,P013,6.0,49.07,10/22/2024
T5206,p016,3.0,47.95,10/30/2024
T5207,P-016,9.0,19.47,25-10-2024
T5208, P 003 ,5.0,18.02,2024-10-29
T5209,P013,2.0,39.14,28-10-2024
T5210,P014,9.0,,2024-10-11
T5211,P008,5.0,$37.96,10/13/2024
T5212,P-012,,8.72,2024-10-14
